,true_depths,predicted_depths
0,57.83000183105469,56.36784744262695
1,4.679999828338623,2.9912405014038086
2,5.449999809265137,4.509657859802246
3,28.25,28.173236846923828
4,8.579999923706055,7.289448261260986
5,44.54999923706055,43.59059524536133
6,21.1299991607666,19.915122985839844
7,38.52000045776367,37.67820358276367
8,14.010000228881836,13.373453140258789
9,25.950000762939453,25.06389617919922
10,28.469999313354492,26.672561645507812
11,26.719999313354492,25.565914154052734
12,24.799999237060547,23.838573455810547
13,46.400001525878906,43.326988220214844
14,13.850000381469727,13.400264739990234
15,41.060001373291016,40.06437683105469
16,19.200000762939453,18.030935287475586
17,10.029999732971191,9.153780937194824
18,19.06999969482422,18.251541137695312
19,40.91999816894531,39.66718673706055
20,1.0299999713897705,1.4128501415252686
21,53.099998474121094,52.5611457824707
22,34.33000183105469,33.166717529296875
23,30.399999618530273,29.621023178100586
24,42.790000915527344,41.5605354309082
25,14.199999809265137,13.677653312683105
26,45.790000915527344,43.92985916137695
27,50.290000915527344,49.34065628051758
28,30.829999923706055,30.526487350463867
29,51.470001220703125,50.38655471801758
30,34.90999984741211,33.49745178222656
31,37.349998474121094,38.0106315612793
32,13.180000305175781,12.45709228515625
33,13.949999809265137,13.155376434326172
34,11.859999656677246,11.295804023742676
35,32.20000076293945,30.880197525024414
36,9.220000267028809,8.39682388305664
37,29.959999084472656,28.232324600219727
38,27.579999923706055,27.181602478027344
39,39.20000076293945,38.0943489074707
40,52.900001525878906,51.821144104003906
41,2.5899999141693115,1.4283875226974487
42,40.189998626708984,40.85194778442383
43,16.229999542236328,15.148231506347656
44,39.150001525878906,38.42885208129883
45,21.06999969482422,19.533435821533203
46,6.159999847412109,4.8801422119140625
47,12.550000190734863,12.00688362121582
48,11.90999984741211,11.125306129455566
49,35.75,34.40049362182617
50,46.900001525878906,46.90413284301758
51,20.8700008392334,20.317237854003906
52,51.22999954223633,49.076480865478516
53,17.760000228881836,17.856159210205078
54,24.989999771118164,23.637666702270508
55,9.4399995803833,7.935288429260254
56,57.11000061035156,56.411293029785156
57,79.7699966430664,73.10733795166016
58,79.9800033569336,76.40729522705078
59,22.579999923706055,22.61256217956543
60,18.899999618530273,18.012361526489258
61,34.40999984741211,34.21708679199219
62,12.029999732971191,12.140199661254883
63,3.930000066757202,2.498309373855591
64,35.970001220703125,35.54664993286133
65,17.31999969482422,16.497318267822266
66,15.630000114440918,15.301544189453125
67,35.599998474121094,34.51262283325195
68,23.110000610351562,22.011682510375977
69,12.079999923706055,11.024418830871582
70,32.689998626708984,31.663593292236328
71,30.579999923706055,29.996244430541992
72,48.97999954223633,47.80663299560547
73,44.54999923706055,43.101314544677734
74,19.860000610351562,19.231246948242188
75,27.399999618530273,26.11040496826172
76,41.06999969482422,39.34722900390625
77,33.369998931884766,33.7818603515625
78,14.760000228881836,13.980895042419434
79,40.040000915527344,38.51484298706055
80,16.200000762939453,15.324167251586914
81,40.959999084472656,39.450130462646484
82,8.399999618530273,7.32089376449585
83,20.65999984741211,19.831832885742188
84,25.93000030517578,24.814800262451172
85,49.25,49.265838623046875
86,56.959999084472656,57.9653205871582
87,8.760000228881836,8.296123504638672
88,26.799999237060547,25.747114181518555
89,18.889999389648438,18.02547264099121
90,13.489999771118164,12.887946128845215
91,22.329999923706055,21.446884155273438
92,16.709999084472656,16.436899185180664
93,46.439998626708984,43.08875274658203
94,14.640000343322754,13.778962135314941
95,37.220001220703125,36.87540054321289
96,21.59000015258789,21.43045425415039
97,20.93000030517578,20.59494400024414
98,20.229999542236328,19.371458053588867
99,27.6200008392334,25.929931640625
100,49.060001373291016,48.38069152832031
101,16.90999984741211,16.82771873474121
102,18.420000076293945,17.499122619628906
103,56.36000061035156,54.94039535522461
104,25.760000228881836,24.79132080078125
105,39.59000015258789,39.03759002685547
106,67.2699966430664,68.9798355102539
107,21.719999313354492,19.76058006286621
108,13.800000190734863,11.895005226135254
109,38.369998931884766,37.484371185302734
110,42.27000045776367,41.83501052856445
111,28.239999771118164,27.280149459838867
112,20.760000228881836,19.796083450317383
