true_depths,predicted_depths
68.5,64.76461029052734
7.389999866485596,7.625197410583496
23.030000686645508,23.626750946044922
12.289999961853027,11.914514541625977
13.300000190734863,12.131073951721191
15.84000015258789,15.23420238494873
18.719999313354492,17.848787307739258
23.700000762939453,22.98686408996582
25.479999542236328,24.47051239013672
61.5099983215332,63.832332611083984
17.670000076293945,16.907676696777344
22.899999618530273,19.81647491455078
35.150001525878906,35.66548156738281
7.210000038146973,7.108399391174316
13.699999809265137,13.01138973236084
31.549999237060547,30.09393310546875
48.220001220703125,49.85771942138672
29.969999313354492,30.665882110595703
11.199999809265137,10.763304710388184
37.709999084472656,37.1772346496582
45.790000915527344,44.81005859375
34.380001068115234,35.47418212890625
24.510000228881836,22.393808364868164
5.380000114440918,5.66424036026001
39.880001068115234,40.64380645751953
61.11000061035156,65.8255386352539
28.420000076293945,28.578466415405273
12.470000267028809,12.27015209197998
4.199999809265137,4.416254043579102
20.40999984741211,16.85638427734375
39.18000030517578,42.65658187866211
41.130001068115234,40.766029357910156
0.6399999856948853,3.5821945667266846
24.5,24.432676315307617
71.87000274658203,74.5888442993164
45.38999938964844,45.128013610839844
19.3799991607666,21.209726333618164
14.529999732971191,14.45738697052002
11.640000343322754,11.229673385620117
7.71999979019165,8.224629402160645
44.029998779296875,43.19684982299805
21.329999923706055,20.37948989868164
46.2400016784668,45.76774597167969
45.790000915527344,46.174774169921875
19.68000030517578,20.18658447265625
23.850000381469727,30.960176467895508
3.4100000858306885,3.7878661155700684
8.619999885559082,5.952786445617676
16.030000686645508,17.9789981842041
18.979999542236328,18.222116470336914
26.850000381469727,29.0117244720459
26.25,27.191783905029297
37.06999969482422,36.29068374633789
17.5,18.256336212158203
17.799999237060547,16.819900512695312
35.97999954223633,30.36646270751953
32.22999954223633,29.591821670532227
4.039999961853027,4.287484645843506
10.279999732971191,10.704618453979492
14.270000457763672,14.670994758605957
19.56999969482422,19.40523338317871
33.47999954223633,33.01462173461914
49.540000915527344,52.32179641723633
70.23999786376953,71.18219757080078
30.040000915527344,31.914125442504883
39.619998931884766,39.41348648071289
22.8799991607666,22.206867218017578
5.179999828338623,6.450082778930664
16.510000228881836,17.76639175415039
19.479999542236328,19.922433853149414
27.229999542236328,24.287784576416016
25.030000686645508,23.916654586791992
20.780000686645508,22.490755081176758
49.63999938964844,42.604835510253906
16.170000076293945,15.703045845031738
32.86000061035156,32.739768981933594
22.959999084472656,19.352642059326172
35.810001373291016,38.71352767944336
50.959999084472656,52.691707611083984
52.349998474121094,53.181949615478516
52.540000915527344,55.13890838623047
53.45000076293945,54.783241271972656
53.93000030517578,58.83125686645508
57.68000030517578,62.16184997558594
51.90999984741211,55.14933395385742
20.31999969482422,21.228784561157227
6.230000019073486,6.197795391082764
36.619998931884766,35.946319580078125
24.950000762939453,24.714710235595703
50.58000183105469,51.36445236206055
63.95000076293945,60.80880355834961
3.3299999237060547,3.918311595916748
12.15999984741211,11.734271049499512
15.949999809265137,17.02518653869629
10.010000228881836,9.199756622314453
33.83000183105469,32.37544631958008
17.719999313354492,17.032968521118164
20.899999618530273,19.636659622192383
27.59000015258789,27.60810661315918
32.439998626708984,30.5279483795166
43.189998626708984,41.21267318725586
14.779999732971191,14.113824844360352
30.34000015258789,32.83190155029297
64.47000122070312,65.22366333007812
16.8799991607666,16.066011428833008
27.3700008392334,26.904956817626953
